tanggal,kategori,nama_produk,kuantitas,hpp,pemasukan,pengeluaran,jenis_pengeluaran,jumlah_pelanggan,catatan
2026-01-24,Makanan & Minuman,Es Teh Manis,23,2000,115000,46000,operasional,23,Cuaca mendukung jualan
2026-01-24,Makanan & Minuman,Ayam Geprek,9,10000,162000,90000,operasional,9,
2026-01-24,Makanan & Minuman,Ayam Geprek,7,10000,126000,115382,operasional,7,
2026-01-25,Makanan & Minuman,Es Teh Manis,29,2000,145000,58000,operasional,29,Beli stok bahan
2026-01-25,Makanan & Minuman,Es Jeruk,3,3000,18000,9000,operasional,3,
2026-01-26,Retail,Kaus Sablon,7,30000,350000,210000,operasional,6,
2026-01-26,Makanan & Minuman,Es Teh Manis,29,2000,145000,85282,operasional,29,Pesanan online membludak
2026-01-26,Retail,Kaus Sablon,5,30000,250000,150000,operasional,1,Cuaca mendukung jualan
2026-01-27,Makanan & Minuman,Nasi Goreng Spesial,29,10000,580000,290000,operasional,29,Cuaca mendukung jualan
2026-01-28,Jasa,Cuci Motor,10,2000,150000,43933,operasional,5,Cuaca mendukung jualan
2026-01-28,Jasa,Cuci Motor,10,2000,150000,773738,modal,4,
2026-01-29,Jasa,Reparasi AC,7,20000,1050000,140000,operasional,5,Ramai pelanggan rombongan
2026-01-30,Jasa,Reparasi AC,8,20000,1200000,206151,operasional,7,
2026-01-30,Makanan & Minuman,Es Jeruk,3,3000,18000,41093,operasional,3,
2026-01-30,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Pesanan online membludak
2026-01-31,Jasa,Reparasi AC,8,20000,1200000,160000,operasional,8,Cuaca buruk jadi sepi
2026-01-31,Makanan & Minuman,Ayam Geprek,9,10000,162000,120041,operasional,9,
2026-01-31,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,79155,operasional,3,Ramai pelanggan rombongan
2026-02-01,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Pesanan online membludak
2026-02-01,Makanan & Minuman,Ayam Geprek,7,10000,126000,70000,operasional,7,Ramai pelanggan rombongan
2026-02-01,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,79515,operasional,3,Cuaca mendukung jualan
2026-02-02,Makanan & Minuman,Es Teh Manis,29,2000,145000,58000,operasional,29,Ramai pelanggan rombongan
2026-02-02,Retail,Kaus Sablon,5,30000,250000,150000,operasional,5,Cuaca mendukung jualan
2026-02-02,Makanan & Minuman,Ayam Bakar Madu,2,15000,50000,76790,operasional,2,Cuaca buruk jadi sepi
2026-02-03,Makanan & Minuman,Es Teh Manis,37,2000,185000,74000,operasional,37,Pesanan online membludak
2026-02-03,Retail,Jaket Denim,3,100000,450000,300000,operasional,3,Beli stok bahan
2026-02-03,Makanan & Minuman,Nasi Goreng Spesial,18,10000,360000,215746,operasional,18,
2026-02-03,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,664745,modal,3,Ramai pelanggan rombongan
2026-02-03,Makanan & Minuman,Es Teh Manis,37,2000,185000,74000,operasional,37,Cuaca mendukung jualan
2026-02-04,Makanan & Minuman,Ayam Geprek,4,10000,72000,40000,operasional,4,
2026-02-05,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,Ramai pelanggan rombongan
2026-02-05,Retail,Kaus Sablon,5,30000,250000,150000,operasional,1,Cuaca buruk jadi sepi
2026-02-06,Makanan & Minuman,Nasi Goreng Spesial,36,10000,720000,360000,operasional,36,Cuaca mendukung jualan
2026-02-06,Makanan & Minuman,Nasi Goreng Spesial,34,10000,680000,340000,operasional,34,
2026-02-06,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,52580,operasional,1,
2026-02-07,Jasa,Cuci Motor,7,2000,105000,14000,operasional,4,Beli stok bahan
2026-02-07,Makanan & Minuman,Ayam Geprek,8,10000,144000,100608,operasional,8,
2026-02-07,Retail,Kaus Sablon,6,30000,300000,180000,operasional,2,Ramai pelanggan rombongan
2026-02-08,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,
2026-02-08,Makanan & Minuman,Es Teh Manis,17,2000,85000,63629,operasional,17,Cuaca mendukung jualan
2026-02-08,Retail,Kaus Sablon,5,30000,250000,150000,operasional,2,Cuaca mendukung jualan
2026-02-09,Makanan & Minuman,Nasi Goreng Spesial,20,10000,400000,239286,operasional,20,Cuaca mendukung jualan
2026-02-09,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Cuaca mendukung jualan
2026-02-09,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,68116,operasional,3,
2026-02-09,Makanan & Minuman,Ayam Geprek,5,10000,90000,50000,operasional,5,Pesanan online membludak
2026-02-10,Makanan & Minuman,Es Jeruk,5,3000,30000,15000,operasional,5,Beli stok bahan
2026-02-10,Retail,Kaus Sablon,6,30000,300000,180000,operasional,6,Pesanan online membludak
2026-02-11,Jasa,Reparasi AC,9,20000,1350000,180000,operasional,6,Cuaca mendukung jualan
2026-02-12,Retail,Kaus Sablon,10,30000,500000,300000,operasional,5,Beli stok bahan
2026-02-13,Makanan & Minuman,Nasi Goreng Spesial,18,10000,360000,180000,operasional,18,Cuaca mendukung jualan
2026-02-13,Jasa,Reparasi AC,9,20000,1350000,180000,operasional,6,Cuaca mendukung jualan
2026-02-13,Makanan & Minuman,Es Teh Manis,26,2000,130000,52000,operasional,26,
2026-02-13,Retail,Kaus Sablon,7,30000,350000,210000,operasional,3,Cuaca buruk jadi sepi
2026-02-14,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,Ramai pelanggan rombongan
2026-02-14,Makanan & Minuman,Nasi Goreng Spesial,24,10000,480000,279719,operasional,24,Pesanan online membludak
2026-02-14,Retail,Kaus Sablon,7,30000,350000,233713,operasional,2,Cuaca buruk jadi sepi
2026-02-15,Makanan & Minuman,Es Jeruk,8,3000,48000,24000,operasional,8,
2026-02-15,Makanan & Minuman,Nasi Goreng Spesial,26,10000,520000,260000,operasional,26,
2026-02-15,Retail,Jaket Denim,3,100000,450000,300000,operasional,2,Cuaca buruk jadi sepi
2026-02-15,Jasa,Cuci Motor,4,2000,60000,51822,operasional,4,Beli stok bahan
2026-02-15,Jasa,Reparasi AC,5,20000,750000,120250,operasional,4,Ramai pelanggan rombongan
2026-02-15,Makanan & Minuman,Ayam Geprek,6,10000,108000,1428171,modal,6,Pesanan online membludak
2026-02-16,Makanan & Minuman,Nasi Goreng Spesial,18,10000,360000,224092,operasional,18,
2026-02-16,Retail,Kaus Sablon,4,30000,200000,120000,operasional,2,
2026-02-16,Makanan & Minuman,Es Teh Manis,21,2000,105000,42000,operasional,21,Beli stok bahan
2026-02-16,Retail,Jaket Denim,1,100000,150000,100000,operasional,1,
2026-02-16,Makanan & Minuman,Es Jeruk,7,3000,42000,21000,operasional,7,Ramai pelanggan rombongan
2026-02-17,Retail,Jaket Denim,1,100000,150000,100000,operasional,1,Pesanan online membludak
2026-02-17,Makanan & Minuman,Es Jeruk,4,3000,24000,12000,operasional,4,Cuaca buruk jadi sepi
2026-02-18,Jasa,Cuci Motor,3,2000,45000,1246076,modal,3,Pesanan online membludak
2026-02-18,Makanan & Minuman,Es Teh Manis,21,2000,105000,890460,modal,21,
2026-02-18,Jasa,Reparasi AC,8,20000,1200000,160000,operasional,1,Cuaca mendukung jualan
2026-02-18,Retail,Jaket Denim,1,100000,150000,100000,operasional,1,Cuaca buruk jadi sepi
2026-02-18,Makanan & Minuman,Nasi Goreng Spesial,17,10000,340000,200277,operasional,17,
2026-02-18,Makanan & Minuman,Nasi Goreng Spesial,19,10000,380000,190000,operasional,19,
2026-02-19,Makanan & Minuman,Ayam Geprek,6,10000,108000,60000,operasional,6,Ramai pelanggan rombongan
2026-02-19,Makanan & Minuman,Es Teh Manis,21,2000,105000,91342,operasional,21,Pesanan online membludak
2026-02-20,Makanan & Minuman,Es Jeruk,6,3000,36000,18000,operasional,6,Pesanan online membludak
2026-02-20,Makanan & Minuman,Es Jeruk,5,3000,30000,56401,operasional,5,
2026-02-20,Makanan & Minuman,Es Teh Manis,20,2000,100000,86635,operasional,20,
2026-02-21,Makanan & Minuman,Es Teh Manis,16,2000,80000,76063,operasional,16,
2026-02-21,Makanan & Minuman,Nasi Goreng Spesial,40,10000,800000,448634,operasional,40,Cuaca mendukung jualan
2026-02-21,Retail,Jaket Denim,3,100000,450000,300000,operasional,2,Ramai pelanggan rombongan
2026-02-21,Makanan & Minuman,Es Teh Manis,32,2000,160000,111418,operasional,32,
2026-02-21,Retail,Kaus Sablon,5,30000,250000,150000,operasional,3,
2026-02-21,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Cuaca buruk jadi sepi
2026-02-21,Makanan & Minuman,Nasi Goreng Spesial,37,10000,740000,370000,operasional,37,Beli stok bahan
2026-02-21,Makanan & Minuman,Ayam Geprek,5,10000,90000,89407,operasional,5,
2026-02-21,Makanan & Minuman,Nasi Goreng Spesial,37,10000,740000,370000,operasional,37,
2026-02-22,Makanan & Minuman,Nasi Goreng Spesial,40,10000,800000,400000,operasional,40,Pesanan online membludak
2026-02-22,Makanan & Minuman,Ayam Geprek,5,10000,90000,50000,operasional,5,Beli stok bahan
2026-02-22,Makanan & Minuman,Es Teh Manis,33,2000,165000,66000,operasional,33,Ramai pelanggan rombongan
2026-02-22,Makanan & Minuman,Es Jeruk,6,3000,36000,18000,operasional,6,Beli stok bahan
2026-02-22,Retail,Jaket Denim,3,100000,450000,300000,operasional,1,Ramai pelanggan rombongan
2026-02-23,Jasa,Reparasi AC,7,20000,1050000,189129,operasional,6,
2026-02-24,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Cuaca buruk jadi sepi
2026-02-25,Makanan & Minuman,Ayam Geprek,8,10000,144000,80000,operasional,8,Pesanan online membludak
2026-02-25,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,Pesanan online membludak
2026-02-25,Makanan & Minuman,Es Teh Manis,23,2000,115000,46000,operasional,23,Beli stok bahan
2026-02-25,Jasa,Reparasi AC,5,20000,750000,100000,operasional,5,Ramai pelanggan rombongan
2026-02-26,Makanan & Minuman,Nasi Goreng Spesial,28,10000,560000,280000,operasional,28,
2026-02-27,Makanan & Minuman,Es Teh Manis,37,2000,185000,74000,operasional,37,Ramai pelanggan rombongan
2026-02-27,Makanan & Minuman,Es Teh Manis,16,2000,80000,32000,operasional,16,Cuaca mendukung jualan
2026-02-28,Makanan & Minuman,Es Teh Manis,25,2000,125000,1179119,modal,25,Cuaca mendukung jualan
2026-02-28,Makanan & Minuman,Es Jeruk,7,3000,42000,21000,operasional,7,Beli stok bahan
2026-02-28,Jasa,Cuci Motor,9,2000,135000,18000,operasional,2,Pesanan online membludak
2026-02-28,Makanan & Minuman,Es Teh Manis,34,2000,170000,68000,operasional,34,Cuaca mendukung jualan
2026-02-28,Makanan & Minuman,Es Jeruk,10,3000,60000,30000,operasional,10,
2026-02-28,Makanan & Minuman,Nasi Goreng Spesial,35,10000,700000,350000,operasional,35,Beli stok bahan
2026-02-28,Makanan & Minuman,Es Jeruk,7,3000,42000,21000,operasional,7,Beli stok bahan
2026-02-28,Retail,Jaket Denim,3,100000,450000,300000,operasional,3,Ramai pelanggan rombongan
2026-02-28,Makanan & Minuman,Es Teh Manis,37,2000,185000,74000,operasional,37,
2026-02-28,Retail,Jaket Denim,2,100000,300000,200000,operasional,2,Beli stok bahan
2026-02-28,Makanan & Minuman,Ayam Bakar Madu,2,15000,50000,61740,operasional,2,Ramai pelanggan rombongan
2026-03-01,Jasa,Cuci Motor,3,2000,45000,6000,operasional,1,
2026-03-02,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,
2026-03-02,Makanan & Minuman,Nasi Goreng Spesial,22,10000,440000,220000,operasional,22,Cuaca buruk jadi sepi
2026-03-02,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Ramai pelanggan rombongan
2026-03-02,Jasa,Reparasi AC,6,20000,900000,120000,operasional,2,
2026-03-02,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,Pesanan online membludak
2026-03-02,Makanan & Minuman,Es Jeruk,8,3000,48000,52541,operasional,8,
2026-03-04,Jasa,Cuci Motor,7,2000,105000,14000,operasional,6,Ramai pelanggan rombongan
2026-03-04,Jasa,Reparasi AC,6,20000,900000,120000,operasional,6,Cuaca mendukung jualan
2026-03-04,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,Beli stok bahan
2026-03-05,Makanan & Minuman,Ayam Geprek,8,10000,144000,709819,modal,8,
2026-03-05,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,Ramai pelanggan rombongan
2026-03-05,Makanan & Minuman,Es Jeruk,9,3000,54000,27000,operasional,9,Ramai pelanggan rombongan
2026-03-05,Retail,Kaus Sablon,4,30000,200000,120000,operasional,3,Ramai pelanggan rombongan
2026-03-06,Retail,Jaket Denim,1,100000,150000,100000,operasional,1,Cuaca buruk jadi sepi
2026-03-06,Makanan & Minuman,Ayam Bakar Madu,2,15000,50000,30000,operasional,2,Cuaca buruk jadi sepi
2026-03-07,Makanan & Minuman,Ayam Bakar Madu,2,15000,50000,30000,operasional,2,Cuaca buruk jadi sepi
2026-03-07,Makanan & Minuman,Nasi Goreng Spesial,19,10000,380000,190000,operasional,19,Beli stok bahan
2026-03-07,Makanan & Minuman,Ayam Geprek,7,10000,126000,111840,operasional,7,Pesanan online membludak
2026-03-07,Retail,Kaus Sablon,5,30000,250000,150000,operasional,2,Cuaca buruk jadi sepi
2026-03-07,Retail,Kaus Sablon,7,30000,350000,1494430,modal,4,
2026-03-08,Retail,Kaus Sablon,10,30000,500000,300000,operasional,9,
2026-03-08,Makanan & Minuman,Es Teh Manis,26,2000,130000,52000,operasional,26,
2026-03-09,Retail,Jaket Denim,1,100000,150000,100000,operasional,1,
2026-03-09,Makanan & Minuman,Ayam Bakar Madu,2,15000,50000,30000,operasional,2,Ramai pelanggan rombongan
2026-03-09,Makanan & Minuman,Es Teh Manis,32,2000,160000,64000,operasional,32,Beli stok bahan
2026-03-09,Makanan & Minuman,Nasi Goreng Spesial,16,10000,320000,187108,operasional,16,
2026-03-09,Makanan & Minuman,Ayam Geprek,9,10000,162000,90000,operasional,9,Pesanan online membludak
2026-03-09,Makanan & Minuman,Nasi Goreng Spesial,36,10000,720000,360000,operasional,36,
2026-03-09,Makanan & Minuman,Es Teh Manis,25,2000,125000,92420,operasional,25,Cuaca buruk jadi sepi
2026-03-11,Retail,Jaket Denim,2,100000,300000,200000,operasional,1,Cuaca buruk jadi sepi
2026-03-11,Makanan & Minuman,Ayam Bakar Madu,2,15000,50000,30000,operasional,2,Ramai pelanggan rombongan
2026-03-11,Makanan & Minuman,Es Jeruk,8,3000,48000,683393,modal,8,Beli stok bahan
2026-03-11,Jasa,Cuci Motor,5,2000,75000,42974,operasional,5,Ramai pelanggan rombongan
2026-03-12,Makanan & Minuman,Es Teh Manis,37,2000,185000,74000,operasional,37,
2026-03-12,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Ramai pelanggan rombongan
2026-03-12,Retail,Jaket Denim,3,100000,450000,300000,operasional,3,
2026-03-12,Retail,Kaus Sablon,5,30000,250000,189397,operasional,5,
2026-03-12,Retail,Kaus Sablon,8,30000,400000,284805,operasional,1,Ramai pelanggan rombongan
2026-03-13,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Pesanan online membludak
2026-03-13,Makanan & Minuman,Ayam Geprek,7,10000,126000,70000,operasional,7,
2026-03-14,Retail,Jaket Denim,2,100000,300000,200000,operasional,1,
2026-03-14,Makanan & Minuman,Ayam Geprek,9,10000,162000,90000,operasional,9,Cuaca buruk jadi sepi
2026-03-14,Makanan & Minuman,Ayam Bakar Madu,3,15000,75000,45000,operasional,3,Beli stok bahan
2026-03-14,Makanan & Minuman,Ayam Geprek,8,10000,144000,80000,operasional,8,Pesanan online membludak
2026-03-14,Makanan & Minuman,Es Jeruk,5,3000,30000,52161,operasional,5,Pesanan online membludak
2026-03-14,Makanan & Minuman,Es Teh Manis,34,2000,170000,115673,operasional,34,
2026-03-14,Makanan & Minuman,Es Jeruk,5,3000,30000,15000,operasional,5,Cuaca mendukung jualan
2026-03-14,Makanan & Minuman,Ayam Geprek,3,10000,54000,54878,operasional,3,Cuaca buruk jadi sepi
2026-03-15,Retail,Jaket Denim,2,100000,300000,200000,operasional,1,Pesanan online membludak
2026-03-15,Retail,Jaket Denim,1,100000,150000,144131,operasional,1,
2026-03-15,Makanan & Minuman,Ayam Bakar Madu,1,15000,25000,15000,operasional,1,Pesanan online membludak
2026-03-15,Makanan & Minuman,Nasi Goreng Spesial,25,10000,500000,276359,operasional,25,Beli stok bahan
2026-03-15,Retail,Kaus Sablon,10,30000,500000,338726,operasional,1,Ramai pelanggan rombongan
2026-03-16,Makanan & Minuman,Nasi Goreng Spesial,28,10000,560000,280000,operasional,28,
2026-03-16,Makanan & Minuman,Nasi Goreng Spesial,29,10000,580000,333121,operasional,29,Cuaca buruk jadi sepi
