tanggal,kategori,nama_produk,kuantitas,hpp,pemasukan,pengeluaran,jenis_pengeluaran,jumlah_pelanggan,catatan
2026-01-06,Pesanan Grosir,Keripik Singkong Original,8,8000,120000,0,,1,Beli Langsung
2026-01-06,Penjualan B2C,Makaroni Keju Premium,4,7500,60000,0,,3,Sales E-Commerce
2026-01-06,E-Commerce,Mie Lidi Jagung Bakar,2,5000,20000,0,,1,Sales E-Commerce
2026-01-06,E-Commerce,Emping Pedas Manis,5,18000,150000,0,,2,Sales E-Commerce
2026-01-07,Pesanan Grosir,Basreng Pedas Daun Jeruk,4,12000,80000,0,,1,Beli Langsung
2026-01-07,E-Commerce,Emping Pedas Manis,6,18000,180000,0,,1,Sales E-Commerce
2026-01-07,E-Commerce,Pilus Cikur Pedas,6,7000,84000,0,,3,Beli Langsung
2026-01-07,Penjualan B2C,Emping Pedas Manis,6,18000,180000,0,,3,Sales E-Commerce
2026-01-07,Penjualan B2C,Peyek Kacang Mini,8,8000,120000,0,,2,Sales E-Commerce
2026-01-07,Biaya Iklan,,0,0,0,83635,operasional,0,Bayar Biaya Iklan
2026-01-08,E-Commerce,Seblak Kering Original,9,8500,144000,0,,1,Sales E-Commerce
2026-01-08,E-Commerce,Basreng Original Gurih,5,12000,100000,0,,3,Beli Langsung
2026-01-08,E-Commerce,Pilus Cikur Pedas,6,7000,84000,0,,2,Beli Langsung
2026-01-09,E-Commerce,Peyek Kacang Mini,3,8000,45000,0,,3,Beli Langsung
2026-01-09,E-Commerce,Seblak Kering Pedas,4,8500,64000,0,,1,Sales E-Commerce
2026-01-09,Pesanan Grosir,Keripik Kaca Pedas Nampol,3,10000,54000,0,,2,Beli Langsung
2026-01-10,Pesanan Grosir,Makaroni Bantet Balado,12,6000,144000,0,,2,Sales E-Commerce
2026-01-10,E-Commerce,Seblak Kering Original,15,8500,240000,0,,1,Sales E-Commerce
2026-01-11,Penjualan B2C,Kacang Umpet Karamel,3,11000,60000,0,,1,Beli Langsung
2026-01-11,Penjualan B2C,Stik Keju Premium,15,13000,360000,0,,1,Beli Langsung
2026-01-11,Penjualan B2C,Seblak Kering Original,10,8500,160000,0,,1,Beli Langsung
2026-01-12,Penjualan B2C,Makaroni Bantet Balado,10,6000,120000,0,,1,Sales E-Commerce
2026-01-12,Pesanan Grosir,Mie Lidi Jagung Bakar,1,5000,10000,0,,3,Beli Langsung
2026-01-12,Pesanan Grosir,Mie Lidi Pedas Level 5,12,5000,120000,0,,1,Sales E-Commerce
2026-01-12,E-Commerce,Basreng Pedas Daun Jeruk,5,12000,100000,0,,2,Sales E-Commerce
2026-01-12,E-Commerce,Peyek Kacang Mini,2,8000,30000,0,,1,Sales E-Commerce
2026-01-12,Gaji Pegawai,,0,0,0,73630,operasional,0,Bayar Gaji Pegawai
2026-01-13,E-Commerce,Basreng Original Gurih,4,12000,80000,0,,3,Beli Langsung
2026-01-13,E-Commerce,Usus Crispy Balado,2,14000,44000,0,,3,Beli Langsung
2026-01-13,Bahan Kemasan (Pouch),,0,0,0,132029,modal,0,Restok Bahan Kemasan (Pouch)
2026-01-14,Penjualan B2C,Keripik Kaca Pedas Nampol,12,10000,216000,0,,1,Sales E-Commerce
2026-01-14,Pesanan Grosir,Stik Keju Premium,5,13000,120000,0,,3,Sales E-Commerce
2026-01-14,Bahan Baku (Bogor),,0,0,0,145310,operasional,0,Bayar Bahan Baku (Bogor)
2026-01-15,Penjualan B2C,Basreng Original Gurih,15,12000,300000,0,,3,Sales E-Commerce
2026-01-15,Penjualan B2C,Sus Kering Cokelat Lumer,1,15000,25000,0,,1,Sales E-Commerce
2026-01-15,Pesanan Grosir,Basreng Original Gurih,4,12000,80000,0,,3,Beli Langsung
2026-01-15,Pesanan Grosir,Keripik Singkong Original,2,8000,30000,0,,3,Beli Langsung
2026-01-15,Penjualan B2C,Basreng Pedas Daun Jeruk,12,12000,240000,0,,3,Beli Langsung
2026-01-16,Penjualan B2C,Keripik Singkong Original,3,8000,45000,0,,3,Sales E-Commerce
2026-01-16,E-Commerce,Mie Lidi Jagung Bakar,6,5000,60000,0,,2,Beli Langsung
2026-01-16,Penjualan B2C,Seblak Kering Original,4,8500,64000,0,,2,Sales E-Commerce
2026-01-16,Penjualan B2C,Keripik Singkong Balado,4,8000,60000,0,,3,Sales E-Commerce
2026-01-16,Pesanan Grosir,Keripik Kaca Original,4,10000,72000,0,,2,Sales E-Commerce
2026-01-17,Penjualan B2C,Usus Crispy Balado,6,14000,132000,0,,1,Sales E-Commerce
2026-01-17,Pesanan Grosir,Keripik Kaca Original,4,10000,72000,0,,2,Sales E-Commerce
2026-01-17,Pesanan Grosir,Basreng Original Gurih,8,12000,160000,0,,1,Sales E-Commerce
2026-01-17,E-Commerce,Makaroni Keju Premium,9,7500,135000,0,,2,Beli Langsung
2026-01-18,E-Commerce,Basreng Pedas Daun Jeruk,2,12000,40000,0,,2,Sales E-Commerce
2026-01-18,E-Commerce,Emping Pedas Manis,3,18000,90000,0,,1,Beli Langsung
2026-01-18,E-Commerce,Kacang Umpet Karamel,4,11000,80000,0,,2,Beli Langsung
2026-01-18,Pesanan Grosir,Makaroni Keju Premium,6,7500,90000,0,,1,Beli Langsung
2026-01-18,Penjualan B2C,Sus Kering Cokelat Lumer,3,15000,75000,0,,2,Sales E-Commerce
2026-01-18,Penjualan B2C,Stik Keju Premium,4,13000,96000,0,,3,Sales E-Commerce
2026-01-19,Pesanan Grosir,Pilus Cikur Pedas,3,7000,42000,0,,2,Sales E-Commerce
2026-01-19,E-Commerce,Makaroni Keju Premium,8,7500,120000,0,,2,Sales E-Commerce
2026-01-19,Pesanan Grosir,Makaroni Bantet Balado,8,6000,96000,0,,2,Beli Langsung
2026-01-20,Penjualan B2C,Seblak Kering Pedas,12,8500,192000,0,,3,Sales E-Commerce
2026-01-20,E-Commerce,Usus Crispy Original,4,14000,88000,0,,3,Sales E-Commerce
2026-01-20,Penjualan B2C,Seblak Kering Original,4,8500,64000,0,,2,Sales E-Commerce
2026-01-20,E-Commerce,Kacang Umpet Karamel,5,11000,100000,0,,2,Beli Langsung
2026-01-20,E-Commerce,Keripik Singkong Balado,1,8000,15000,0,,1,Beli Langsung
2026-01-21,Pesanan Grosir,Keripik Kaca Original,6,10000,108000,0,,2,Sales E-Commerce
2026-01-21,Pesanan Grosir,Mie Lidi Pedas Level 5,10,5000,100000,0,,3,Sales E-Commerce
2026-01-21,Penjualan B2C,Basreng Pedas Daun Jeruk,3,12000,60000,0,,3,Beli Langsung
2026-01-21,Bahan Baku (Bogor),,0,0,0,106069,operasional,0,Bayar Bahan Baku (Bogor)
2026-01-22,Penjualan B2C,Kacang Umpet Karamel,2,11000,40000,0,,1,Sales E-Commerce
2026-01-22,Pesanan Grosir,Seblak Kering Pedas,5,8500,80000,0,,1,Beli Langsung
2026-01-22,Pesanan Grosir,Kacang Umpet Karamel,4,11000,80000,0,,1,Sales E-Commerce
2026-01-23,Pesanan Grosir,Sus Kering Cokelat Lumer,5,15000,125000,0,,1,Sales E-Commerce
2026-01-23,E-Commerce,Usus Crispy Original,3,14000,66000,0,,1,Beli Langsung
2026-01-23,Bahan Baku (Bogor),,0,0,0,148079,operasional,0,Bayar Bahan Baku (Bogor)
2026-01-24,Pesanan Grosir,Basreng Original Gurih,5,12000,100000,0,,1,Sales E-Commerce
2026-01-24,E-Commerce,Sus Kering Cokelat Lumer,4,15000,100000,0,,1,Beli Langsung
2026-01-25,Penjualan B2C,Pilus Cikur Pedas,3,7000,42000,0,,3,Sales E-Commerce
2026-01-25,Penjualan B2C,Sus Kering Cokelat Lumer,2,15000,50000,0,,1,Sales E-Commerce
2026-01-25,Lainnya,,0,0,0,127666,lainnya,0,Bayar Lainnya
2026-01-26,Penjualan B2C,Pilus Cikur Pedas,3,7000,42000,0,,1,Sales E-Commerce
2026-01-26,Pesanan Grosir,Makaroni Keju Premium,3,7500,45000,0,,1,Beli Langsung
2026-01-26,Pesanan Grosir,Mie Lidi Jagung Bakar,10,5000,100000,0,,2,Sales E-Commerce
2026-01-26,Bahan Baku (Bogor),,0,0,0,131826,operasional,0,Bayar Bahan Baku (Bogor)
2026-01-27,Pesanan Grosir,Sus Kering Cokelat Lumer,3,15000,75000,0,,3,Beli Langsung
2026-01-27,Penjualan B2C,Mie Lidi Jagung Bakar,10,5000,100000,0,,2,Sales E-Commerce
2026-01-27,Penjualan B2C,Keripik Kaca Pedas Nampol,12,10000,216000,0,,1,Sales E-Commerce
2026-01-27,E-Commerce,Stik Keju Premium,2,13000,48000,0,,3,Beli Langsung
2026-01-27,Penjualan B2C,Sus Kering Cokelat Lumer,2,15000,50000,0,,2,Beli Langsung
2026-01-28,Penjualan B2C,Seblak Kering Pedas,15,8500,240000,0,,3,Beli Langsung
2026-01-28,Pesanan Grosir,Basreng Original Gurih,3,12000,60000,0,,2,Beli Langsung
2026-01-28,Pesanan Grosir,Kacang Umpet Karamel,6,11000,120000,0,,1,Sales E-Commerce
2026-01-28,Pesanan Grosir,Makaroni Bantet Balado,15,6000,180000,0,,2,Sales E-Commerce
2026-01-30,Penjualan B2C,Peyek Kacang Mini,5,8000,75000,0,,1,Sales E-Commerce
2026-01-30,Penjualan B2C,Seblak Kering Pedas,6,8500,96000,0,,3,Beli Langsung
2026-01-30,E-Commerce,Usus Crispy Balado,3,14000,66000,0,,2,Beli Langsung
2026-01-30,Penjualan B2C,Usus Crispy Balado,10,14000,220000,0,,1,Sales E-Commerce
2026-01-30,E-Commerce,Keripik Kaca Original,10,10000,180000,0,,3,Beli Langsung
2026-01-30,E-Commerce,Basreng Original Gurih,10,12000,200000,0,,1,Beli Langsung
2026-01-30,Gaji Pegawai,,0,0,0,78344,operasional,0,Bayar Gaji Pegawai
2026-01-31,E-Commerce,Seblak Kering Pedas,9,8500,144000,0,,2,Sales E-Commerce
2026-01-31,E-Commerce,Peyek Kacang Mini,8,8000,120000,0,,3,Beli Langsung
2026-01-31,Penjualan B2C,Keripik Singkong Balado,4,8000,60000,0,,1,Beli Langsung
2026-01-31,Penjualan B2C,Keripik Kaca Pedas Nampol,9,10000,162000,0,,2,Beli Langsung
2026-01-31,Penjualan B2C,Kacang Umpet Karamel,1,11000,20000,0,,1,Beli Langsung
2026-01-31,Listrik & Air,,0,0,0,83746,operasional,0,Bayar Listrik & Air
2026-02-01,Penjualan B2C,Sus Kering Cokelat Lumer,6,15000,150000,0,,2,Sales E-Commerce
2026-02-01,Penjualan B2C,Keripik Kaca Original,10,10000,180000,0,,3,Beli Langsung
2026-02-01,E-Commerce,Basreng Original Gurih,2,12000,40000,0,,2,Sales E-Commerce
2026-02-01,E-Commerce,Makaroni Keju Premium,5,7500,75000,0,,2,Sales E-Commerce
2026-02-01,Penjualan B2C,Sus Kering Cokelat Lumer,5,15000,125000,0,,1,Sales E-Commerce
2026-02-02,E-Commerce,Keripik Kaca Original,15,10000,270000,0,,1,Sales E-Commerce
2026-02-02,E-Commerce,Emping Pedas Manis,4,18000,120000,0,,3,Beli Langsung
2026-02-02,Penjualan B2C,Keripik Singkong Balado,9,8000,135000,0,,3,Sales E-Commerce
2026-02-02,Penjualan B2C,Basreng Pedas Daun Jeruk,6,12000,120000,0,,1,Beli Langsung
2026-02-02,E-Commerce,Makaroni Bantet Balado,12,6000,144000,0,,1,Sales E-Commerce
2026-02-02,Pesanan Grosir,Peyek Kacang Mini,5,8000,75000,0,,1,Sales E-Commerce
2026-02-03,Penjualan B2C,Keripik Singkong Original,6,8000,90000,0,,1,Beli Langsung
2026-02-03,Pesanan Grosir,Makaroni Keju Premium,6,7500,90000,0,,1,Beli Langsung
2026-02-04,Penjualan B2C,Seblak Kering Pedas,10,8500,160000,0,,2,Sales E-Commerce
2026-02-04,Penjualan B2C,Peyek Kacang Mini,8,8000,120000,0,,1,Beli Langsung
2026-02-04,Penjualan B2C,Keripik Kaca Pedas Nampol,15,10000,270000,0,,1,Beli Langsung
2026-02-05,E-Commerce,Makaroni Keju Premium,12,7500,180000,0,,1,Beli Langsung
2026-02-05,E-Commerce,Usus Crispy Original,4,14000,88000,0,,3,Beli Langsung
2026-02-05,Penjualan B2C,Keripik Kaca Original,5,10000,90000,0,,3,Beli Langsung
2026-02-05,Penjualan B2C,Sus Kering Cokelat Lumer,8,15000,200000,0,,1,Sales E-Commerce
2026-02-05,Penjualan B2C,Makaroni Keju Premium,15,7500,225000,0,,3,Sales E-Commerce
2026-02-05,Bahan Kemasan (Pouch),,0,0,0,78573,modal,0,Restok Bahan Kemasan (Pouch)
2026-02-06,Pesanan Grosir,Keripik Singkong Balado,15,8000,225000,0,,2,Sales E-Commerce
2026-02-06,Pesanan Grosir,Seblak Kering Original,6,8500,96000,0,,2,Beli Langsung
2026-02-07,Pesanan Grosir,Peyek Kacang Mini,2,8000,30000,0,,1,Beli Langsung
2026-02-07,Penjualan B2C,Kacang Umpet Karamel,9,11000,180000,0,,1,Beli Langsung
2026-02-07,E-Commerce,Basreng Pedas Daun Jeruk,2,12000,40000,0,,2,Beli Langsung
2026-02-07,Pesanan Grosir,Seblak Kering Original,6,8500,96000,0,,2,Beli Langsung
2026-02-09,Penjualan B2C,Keripik Singkong Original,6,8000,90000,0,,3,Beli Langsung
2026-02-09,Penjualan B2C,Sus Kering Cokelat Lumer,12,15000,300000,0,,2,Sales E-Commerce
2026-02-10,Pesanan Grosir,Keripik Singkong Original,4,8000,60000,0,,1,Sales E-Commerce
2026-02-10,Pesanan Grosir,Makaroni Bantet Balado,2,6000,24000,0,,1,Beli Langsung
2026-02-10,E-Commerce,Keripik Kaca Original,15,10000,270000,0,,1,Sales E-Commerce
2026-02-11,E-Commerce,Emping Pedas Manis,9,18000,270000,0,,2,Beli Langsung
2026-02-11,Penjualan B2C,Usus Crispy Original,1,14000,22000,0,,1,Sales E-Commerce
2026-02-11,Pesanan Grosir,Makaroni Keju Premium,3,7500,45000,0,,3,Sales E-Commerce
2026-02-12,Pesanan Grosir,Keripik Singkong Original,3,8000,45000,0,,3,Sales E-Commerce
2026-02-12,Pesanan Grosir,Usus Crispy Balado,8,14000,176000,0,,2,Beli Langsung
2026-02-12,Pesanan Grosir,Peyek Kacang Mini,5,8000,75000,0,,1,Sales E-Commerce
2026-02-12,Pesanan Grosir,Mie Lidi Pedas Level 5,15,5000,150000,0,,2,Beli Langsung
2026-02-12,Pesanan Grosir,Seblak Kering Pedas,4,8500,64000,0,,1,Beli Langsung
2026-02-12,Penjualan B2C,Basreng Original Gurih,15,12000,300000,0,,3,Sales E-Commerce
2026-02-13,E-Commerce,Mie Lidi Jagung Bakar,3,5000,30000,0,,3,Sales E-Commerce
2026-02-13,Penjualan B2C,Stik Keju Premium,10,13000,240000,0,,2,Beli Langsung
2026-02-13,E-Commerce,Basreng Pedas Daun Jeruk,4,12000,80000,0,,1,Beli Langsung
2026-02-13,Penjualan B2C,Makaroni Bantet Balado,2,6000,24000,0,,1,Beli Langsung
2026-02-13,Pesanan Grosir,Seblak Kering Original,2,8500,32000,0,,1,Beli Langsung
2026-02-13,Penjualan B2C,Basreng Original Gurih,9,12000,180000,0,,1,Sales E-Commerce
2026-02-13,E-Commerce,Usus Crispy Original,9,14000,198000,0,,3,Beli Langsung
2026-02-14,E-Commerce,Makaroni Bantet Balado,2,6000,24000,0,,1,Beli Langsung
2026-02-14,E-Commerce,Seblak Kering Pedas,2,8500,32000,0,,2,Beli Langsung
2026-02-14,Pesanan Grosir,Pilus Cikur Pedas,8,7000,112000,0,,2,Sales E-Commerce
2026-02-14,Penjualan B2C,Basreng Pedas Daun Jeruk,3,12000,60000,0,,2,Beli Langsung
2026-02-14,E-Commerce,Mie Lidi Jagung Bakar,2,5000,20000,0,,2,Sales E-Commerce
2026-02-14,Pesanan Grosir,Kacang Umpet Karamel,3,11000,60000,0,,3,Beli Langsung
2026-02-14,E-Commerce,Keripik Kaca Pedas Nampol,8,10000,144000,0,,3,Sales E-Commerce
2026-02-15,E-Commerce,Makaroni Bantet Balado,6,6000,72000,0,,1,Sales E-Commerce
2026-02-15,E-Commerce,Usus Crispy Balado,12,14000,264000,0,,2,Sales E-Commerce
2026-02-15,Penjualan B2C,Makaroni Bantet Balado,4,6000,48000,0,,3,Beli Langsung
2026-02-15,Penjualan B2C,Mie Lidi Pedas Level 5,1,5000,10000,0,,1,Sales E-Commerce
2026-02-15,Pesanan Grosir,Keripik Singkong Balado,8,8000,120000,0,,2,Sales E-Commerce
2026-02-16,Pesanan Grosir,Basreng Original Gurih,2,12000,40000,0,,1,Beli Langsung
2026-02-16,Pesanan Grosir,Mie Lidi Pedas Level 5,3,5000,30000,0,,2,Sales E-Commerce
2026-02-16,Pesanan Grosir,Keripik Singkong Original,2,8000,30000,0,,2,Beli Langsung
2026-02-16,Pesanan Grosir,Peyek Kacang Mini,3,8000,45000,0,,1,Sales E-Commerce
2026-02-16,E-Commerce,Emping Pedas Manis,4,18000,120000,0,,3,Sales E-Commerce
2026-02-16,Penjualan B2C,Sus Kering Cokelat Lumer,4,15000,100000,0,,2,Beli Langsung
2026-02-17,E-Commerce,Peyek Kacang Mini,4,8000,60000,0,,1,Beli Langsung
2026-02-17,Pesanan Grosir,Keripik Kaca Pedas Nampol,4,10000,72000,0,,1,Beli Langsung
2026-02-17,E-Commerce,Usus Crispy Original,6,14000,132000,0,,3,Sales E-Commerce
2026-02-17,E-Commerce,Basreng Original Gurih,12,12000,240000,0,,3,Sales E-Commerce
2026-02-18,Penjualan B2C,Keripik Singkong Original,8,8000,120000,0,,1,Sales E-Commerce
2026-02-18,Penjualan B2C,Usus Crispy Balado,12,14000,264000,0,,3,Beli Langsung
2026-02-18,Pesanan Grosir,Peyek Kacang Mini,2,8000,30000,0,,1,Sales E-Commerce
2026-02-18,Pesanan Grosir,Seblak Kering Pedas,4,8500,64000,0,,3,Beli Langsung
2026-02-18,Lainnya,,0,0,0,74212,lainnya,0,Bayar Lainnya
2026-02-19,E-Commerce,Seblak Kering Original,5,8500,80000,0,,2,Beli Langsung
2026-02-19,Penjualan B2C,Makaroni Bantet Balado,9,6000,108000,0,,3,Beli Langsung
2026-02-19,Penjualan B2C,Sus Kering Cokelat Lumer,6,15000,150000,0,,3,Sales E-Commerce
2026-02-19,Penjualan B2C,Basreng Pedas Daun Jeruk,8,12000,160000,0,,3,Beli Langsung
2026-02-19,Penjualan B2C,Basreng Pedas Daun Jeruk,5,12000,100000,0,,3,Sales E-Commerce
2026-02-19,Gaji Pegawai,,0,0,0,98383,operasional,0,Bayar Gaji Pegawai
2026-02-20,Pesanan Grosir,Makaroni Keju Premium,4,7500,60000,0,,1,Beli Langsung
2026-02-20,Pesanan Grosir,Mie Lidi Jagung Bakar,6,5000,60000,0,,3,Sales E-Commerce
2026-02-20,Penjualan B2C,Basreng Original Gurih,3,12000,60000,0,,1,Beli Langsung
2026-02-21,Penjualan B2C,Keripik Singkong Original,2,8000,30000,0,,3,Sales E-Commerce
2026-02-21,E-Commerce,Emping Pedas Manis,2,18000,60000,0,,1,Sales E-Commerce
2026-02-21,Pesanan Grosir,Emping Pedas Manis,1,18000,30000,0,,3,Sales E-Commerce
2026-02-22,Pesanan Grosir,Sus Kering Cokelat Lumer,6,15000,150000,0,,2,Sales E-Commerce
2026-02-22,Penjualan B2C,Keripik Kaca Original,15,10000,270000,0,,1,Beli Langsung
2026-02-22,Pesanan Grosir,Keripik Kaca Original,15,10000,270000,0,,2,Sales E-Commerce
2026-02-22,E-Commerce,Usus Crispy Balado,3,14000,66000,0,,2,Beli Langsung
2026-02-23,E-Commerce,Makaroni Bantet Balado,3,6000,36000,0,,1,Sales E-Commerce
2026-02-23,Penjualan B2C,Seblak Kering Original,1,8500,16000,0,,3,Sales E-Commerce
2026-02-23,Penjualan B2C,Stik Keju Premium,9,13000,216000,0,,3,Sales E-Commerce
2026-02-23,Pesanan Grosir,Pilus Cikur Pedas,2,7000,28000,0,,3,Beli Langsung
2026-02-23,Pesanan Grosir,Keripik Singkong Original,4,8000,60000,0,,3,Sales E-Commerce
2026-02-23,Pesanan Grosir,Keripik Kaca Original,3,10000,54000,0,,3,Sales E-Commerce
2026-02-24,E-Commerce,Pilus Cikur Pedas,8,7000,112000,0,,3,Sales E-Commerce
2026-02-24,E-Commerce,Emping Pedas Manis,15,18000,450000,0,,3,Sales E-Commerce
2026-02-24,Pesanan Grosir,Makaroni Keju Premium,3,7500,45000,0,,2,Beli Langsung
2026-02-24,Penjualan B2C,Makaroni Bantet Balado,2,6000,24000,0,,3,Beli Langsung
2026-02-24,E-Commerce,Makaroni Bantet Balado,12,6000,144000,0,,3,Sales E-Commerce
2026-02-25,Penjualan B2C,Sus Kering Cokelat Lumer,12,15000,300000,0,,2,Sales E-Commerce
2026-02-25,Pesanan Grosir,Keripik Kaca Original,3,10000,54000,0,,1,Sales E-Commerce
2026-02-25,E-Commerce,Emping Pedas Manis,3,18000,90000,0,,1,Sales E-Commerce
2026-02-25,Penjualan B2C,Usus Crispy Original,5,14000,110000,0,,3,Sales E-Commerce
2026-02-26,Pesanan Grosir,Usus Crispy Original,6,14000,132000,0,,3,Beli Langsung
2026-02-26,E-Commerce,Usus Crispy Balado,3,14000,66000,0,,1,Sales E-Commerce
2026-02-26,Bahan Baku (Bogor),,0,0,0,73300,operasional,0,Bayar Bahan Baku (Bogor)
2026-02-27,Penjualan B2C,Emping Pedas Manis,6,18000,180000,0,,3,Sales E-Commerce
2026-02-27,E-Commerce,Seblak Kering Pedas,2,8500,32000,0,,1,Sales E-Commerce
2026-02-27,Penjualan B2C,Mie Lidi Jagung Bakar,6,5000,60000,0,,1,Beli Langsung
2026-02-27,E-Commerce,Basreng Pedas Daun Jeruk,6,12000,120000,0,,2,Sales E-Commerce
2026-02-27,E-Commerce,Keripik Singkong Balado,8,8000,120000,0,,1,Beli Langsung
2026-02-27,E-Commerce,Sus Kering Cokelat Lumer,3,15000,75000,0,,3,Sales E-Commerce
2026-02-28,Penjualan B2C,Keripik Kaca Original,4,10000,72000,0,,3,Beli Langsung
2026-02-28,Pesanan Grosir,Emping Pedas Manis,4,18000,120000,0,,1,Sales E-Commerce
2026-02-28,Pesanan Grosir,Keripik Kaca Pedas Nampol,5,10000,90000,0,,1,Sales E-Commerce
2026-02-28,Pesanan Grosir,Peyek Kacang Mini,3,8000,45000,0,,1,Sales E-Commerce
2026-02-28,Pesanan Grosir,Keripik Singkong Balado,5,8000,75000,0,,3,Beli Langsung
2026-02-28,E-Commerce,Seblak Kering Pedas,1,8500,16000,0,,3,Sales E-Commerce
2026-03-01,Penjualan B2C,Sus Kering Cokelat Lumer,12,15000,300000,0,,3,Beli Langsung
2026-03-01,Penjualan B2C,Mie Lidi Pedas Level 5,1,5000,10000,0,,1,Sales E-Commerce
2026-03-02,Pesanan Grosir,Stik Keju Premium,4,13000,96000,0,,3,Beli Langsung
2026-03-02,E-Commerce,Usus Crispy Balado,5,14000,110000,0,,3,Sales E-Commerce
2026-03-02,Pesanan Grosir,Peyek Kacang Mini,6,8000,90000,0,,3,Beli Langsung
2026-03-02,Penjualan B2C,Basreng Original Gurih,6,12000,120000,0,,2,Beli Langsung
2026-03-02,Pesanan Grosir,Seblak Kering Pedas,6,8500,96000,0,,2,Sales E-Commerce
2026-03-02,E-Commerce,Stik Keju Premium,2,13000,48000,0,,3,Beli Langsung
2026-03-02,Gaji Pegawai,,0,0,0,133379,operasional,0,Bayar Gaji Pegawai
2026-03-03,Pesanan Grosir,Keripik Kaca Original,4,10000,72000,0,,2,Beli Langsung
2026-03-03,Penjualan B2C,Keripik Kaca Original,12,10000,216000,0,,2,Sales E-Commerce
2026-03-04,Lainnya,,0,0,0,84072,lainnya,0,Bayar Lainnya
2026-03-05,Pesanan Grosir,Keripik Kaca Pedas Nampol,6,10000,108000,0,,2,Beli Langsung
